location,size,total_sqft,bath,balcony,price,BHK,price_per_sqft
Kothanur,3 BHK,1581.0,3.0,3.0,76.0,3,48070.841239721696
Abbigere,2 BHK,985.0,2.0,1.0,38.92,2,39512.69035532995
Sarjapur,2 BHK,950.0,2.0,2.0,35.0,2,36842.10526315789
Jai Bheema Nagar,2 BHK,1339.0,2.0,2.0,55.0,2,41075.429424943984
Ayappa Nagar,3 BHK,1449.0,3.0,1.0,72.0,3,49689.44099378882
Brindavan Layout,2 BHK,1100.0,2.0,2.0,38.68,2,35163.63636363636
Hoskote,2 BHK,1003.5,2.0,0.0,28.095,2,27997.010463378178
Billamaranahalli,2 BHK,1100.0,2.0,3.0,55.0,2,50000.0
Electronic City,2 BHK,1140.0,2.0,1.0,32.92,2,28877.19298245614
Chandapura,2 BHK,800.0,1.0,2.0,30.0,2,37500.0
3rd Block Hrbr Layout,2 BHK,1300.0,2.0,3.0,95.0,2,73076.92307692308
Kanakpura Road,2 BHK,1220.0,2.0,2.0,60.0,2,49180.32786885246
Whitefield,2 BHK,1170.0,2.0,1.0,56.0,2,47863.24786324786
Vignana Nagar,2 BHK,1350.0,2.0,2.0,89.5,2,66296.29629629629
Kambipura,2 BHK,883.0,2.0,1.0,45.0,2,50962.627406568514
Thanisandra,3 BHK,1698.0,3.0,2.0,125.0,3,73616.01884570082
Ambalipura,2 BHK,1060.0,2.0,1.0,58.5,2,55188.67924528302
Somasundara Palya,2 BHK,1185.0,2.0,2.0,75.0,2,63291.13924050633
Vittasandra,2 BHK,1404.0,2.0,1.0,72.0,2,51282.05128205128
Electronic City Phase II,2 BHK,1252.0,2.0,1.0,67.0,2,53514.37699680511
Bannerghatta Road,3 BHK,1885.0,3.0,1.0,125.0,3,66312.99734748011
Hormavu,2 BHK,980.0,2.0,2.0,42.0,2,42857.142857142855
Banashankari,3 BHK,1420.0,3.0,1.0,66.0,3,46478.873239436616
Jayamahal,2 BHK,1175.0,2.0,1.0,70.0,2,59574.46808510638
Vinayaka Nagar,2 BHK,1145.0,2.0,2.0,51.0,2,44541.4847161572
Bhoganhalli,2 BHK,970.0,2.0,1.0,52.5,2,54123.71134020619
Electronic City,2 BHK,1125.0,2.0,1.0,32.49,2,28880.000000000004
Whitefield,3 BHK,1639.5,3.0,0.0,92.63,3,56498.93260140287
Ramagondanahalli,3 BHK,1635.0,3.0,1.0,57.0,3,34862.38532110092
Jalahalli,1 BHK,1200.0,2.0,1.0,66.0,1,55000.0
Kathriguppe,3 BHK,1335.0,2.0,2.0,73.43,3,55003.74531835206
Yeshwanthpur,2 BHK,1166.0,2.0,1.0,64.08,2,54957.11835334477
Shivaji Nagar,3 BHK,1460.0,2.0,1.0,90.0,3,61643.83561643836
Gulimangala,3 BHK,1690.0,3.0,3.0,50.0,3,29585.798816568047
Nagashetty Halli,4 Bedroom,1386.0,3.0,2.0,93.0,4,67099.5670995671
Devasandra Extension,2 BHK,1090.0,2.0,2.0,32.0,2,29357.79816513761
Thanisandra,3 BHK,1732.0,3.0,1.0,85.73,3,49497.69053117783
Whitefield,2 BHK,1390.0,2.0,1.0,72.0,2,51798.561151079135
Sector 2 HSR Layout,2 BHK,1095.0,2.0,1.0,85.41,2,78000.0
Yelahanka,3 BHK,1350.0,2.0,3.0,85.0,3,62962.96296296296
Bannerghatta Road,3 BHK,1453.0,2.0,2.0,73.0,3,50240.88093599449
Thanisandra,2 BHK,1226.0,2.0,1.0,65.0,2,53017.94453507341
Hegde Nagar,3 BHK,1168.0,2.0,1.0,68.0,3,58219.17808219178
Bannerghatta,3 BHK,1776.0,3.0,2.0,124.0,3,69819.81981981982
Whitefield,3 BHK,1634.0,3.0,2.0,68.0,3,41615.667074663404
Hormavu,2 Bedroom,860.0,2.0,0.0,56.0,2,65116.27906976744
Nagasandra,3 BHK,1650.0,3.0,2.0,95.0,3,57575.757575757576
Whitefield,2 BHK,1190.0,2.0,1.0,70.0,2,58823.52941176471
JP Nagar,2 BHK,1133.0,2.0,1.0,33.99,2,30000.0
Suraksha Nagar,3 BHK,1559.0,3.0,2.0,62.0,3,39769.08274534958
Horamavu Banaswadi,3 Bedroom,1448.0,4.0,0.0,118.0,3,81491.71270718232
Kodichikkanahalli,2 BHK,976.0,2.0,1.0,50.0,2,51229.50819672131
Yelahanka,3 BHK,1590.0,2.0,2.0,54.0,3,33962.2641509434
Yelahanka,3 BHK,1633.0,3.0,2.0,110.0,3,67360.68585425596
Ramagondanahalli,2 BHK,1151.0,2.0,2.0,46.0,2,39965.24761077325
Kereguddadahalli,3 BHK,1400.0,2.0,2.0,42.0,3,30000.0
Uttarahalli,2 BHK,1037.0,2.0,1.0,36.0,2,34715.52555448409
Thanisandra,2 BHK,1188.0,2.0,1.0,36.0,2,30303.030303030304
Raja Rajeshwari Nagar 5th Stage,2 BHK,1060.0,2.0,1.0,52.0,2,49056.6037735849
Hennur,2 BHK,1255.0,2.0,2.0,54.5,2,43426.29482071713
Hormavu,2 BHK,1075.0,2.0,1.0,53.7,2,49953.48837209302
ITPL,2 BHK,900.0,2.0,1.0,27.0,2,30000.0
Kudlu Gate,2 BHK,1183.0,2.0,1.0,79.54,2,67235.84108199493
HSR Layout,2 BHK,1100.0,2.0,2.0,44.0,2,40000.0
GM Palaya,3 BHK,1643.0,2.0,2.0,70.0,3,42604.9908703591
Banagiri Nagar,3 BHK,1500.0,2.0,2.0,120.0,3,80000.0
Jakkur,2 BHK,1291.0,2.0,1.0,75.0,2,58094.50038729667
Hennur,3 Bedroom,1150.0,3.0,2.0,80.0,3,69565.21739130435
Electronic City,2 BHK,1060.0,2.0,1.0,55.0,2,51886.79245283019
7th Phase JP Nagar,3 BHK,1575.0,2.0,2.0,110.0,3,69841.26984126984
Byrathi Village,4 Bedroom,1700.0,3.0,2.0,55.0,4,32352.941176470587
Mahadevpura,2 BHK,1236.0,2.0,1.0,58.0,2,46925.56634304207
Ramamurthy Nagar,3 BHK,1350.0,2.0,2.0,39.0,3,28888.88888888889
Electronic City,2 BHK,1200.0,2.0,1.0,34.66,2,28883.33333333333
Hulimavu,4 Bedroom,1200.0,4.0,1.0,75.0,4,62500.0
Harlur,2 BHK,1225.0,2.0,2.0,56.0,2,45714.28571428572
Thanisandra,2 BHK,1056.0,2.0,1.0,75.0,2,71022.72727272728
9th Phase JP Nagar,3 BHK,1240.0,2.0,2.0,42.85,3,34556.45161290323
Banashankari,3 BHK,1200.0,3.0,2.0,74.52,3,62100.0
Kudlu Gate,3 BHK,1850.0,3.0,2.0,110.0,3,59459.45945945946
Naganathapura,1 Bedroom,1200.0,1.0,0.0,39.82,1,33183.333333333336
Chandapura,3 BHK,1185.0,2.0,2.0,30.22,3,25502.10970464135
Jigani,2 BHK,918.0,2.0,2.0,56.0,2,61002.178649237474
GD Layout,3 BHK,1330.0,2.0,2.0,68.0,3,51127.81954887218
Munnekollal,3 BHK,1540.0,2.0,3.0,70.0,3,45454.545454545456
Lakshminarayana Pura,2 BHK,1200.0,2.0,2.0,80.0,2,66666.66666666667
Sunkan palya,2 BHK,927.0,2.0,2.0,37.0,2,39913.70010787487
CV Raman Nagar,3 BHK,1400.0,2.0,2.0,78.0,3,55714.28571428572
Hosur Road,2 BHK,1345.0,2.0,2.0,106.0,2,78810.40892193309
8th Phase JP Nagar,2 BHK,1510.0,2.0,3.0,80.0,2,52980.132450331126
ITPL,3 Bedroom,1500.0,3.0,1.0,61.52,3,41013.333333333336
Yelahanka,1 BHK,827.5,1.0,0.0,42.535,1,51401.81268882175
Vidyaranyapura,3 BHK,1100.0,2.0,2.0,72.0,3,65454.545454545456
Sunkadakatte,3 Bedroom,1200.0,3.0,1.0,68.0,3,56666.66666666666
Kanakpura Road,3 BHK,1100.0,3.0,2.0,53.0,3,48181.81818181818
Jayanti Nagar,2 BHK,760.0,2.0,1.0,37.49,2,49328.94736842105
Thubarahalli,3 BHK,1242.0,3.0,1.0,51.0,3,41062.80193236715
Uttarahalli,3 BHK,1245.0,2.0,2.0,43.58,3,35004.016064257026
Kadugodi,2 BHK,1088.0,2.0,2.0,44.0,2,40441.17647058824
Sahakara Nagar,2 BHK,1200.0,2.0,0.0,46.0,2,38333.333333333336
Haralur Road,2 BHK,1309.0,2.0,1.0,82.0,2,62643.23911382735
Maruthi Nagar,3 BHK,1250.0,3.0,2.0,42.0,3,33600.0
5th Phase JP Nagar,2 BHK,1041.0,2.0,2.0,54.0,2,51873.19884726225
Sarjapur  Road,3 BHK,1505.0,2.0,2.0,60.0,3,39867.109634551496
Bellandur,3 BHK,1767.0,3.0,2.0,89.0,3,50367.85512167516
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,2.0,80.0,2,61871.61639597834
Kengeri,2 BHK,1320.0,2.0,1.0,50.0,2,37878.78787878788
Bhuvaneshwari Nagar,2 BHK,1280.0,2.0,2.0,68.48,2,53500.0
Thanisandra,2 BHK,1245.0,2.0,1.0,83.05,2,66706.82730923695
Haralur Road,2 BHK,1027.0,1.0,2.0,44.0,2,42843.23271665044
Kanakpura Road,3 BHK,1100.0,3.0,2.0,58.0,3,52727.27272727273
Medahalli,3 Bedroom,1065.0,3.0,1.0,72.0,3,67605.6338028169
Kannamangala,3 BHK,1814.0,3.0,1.0,129.0,3,71113.56119073869
Ramagondanahalli,3 BHK,1610.0,2.0,1.0,112.0,3,69565.21739130435
Kasavanhalli,3 BHK,1600.0,3.0,3.0,79.0,3,49375.0
Canara Bank Colony,3 BHK,1250.0,2.0,1.0,77.13,3,61704.0
Haralur Road,2 BHK,1243.0,2.0,2.0,46.0,2,37007.24054706356
Kanakpura Road,3 BHK,1452.0,3.0,3.0,60.98,3,41997.24517906336
Ittamadu,3 BHK,1475.0,3.0,3.0,75.0,3,50847.457627118645
Electronic City,2 BHK,1353.0,2.0,3.0,75.0,2,55432.37250554324
Electronics City Phase 1,3 BHK,1750.0,3.0,2.0,58.0,3,33142.857142857145
Sahakara Nagar,2 BHK,1270.0,2.0,1.0,96.0,2,75590.55118110236
Hessarghatta,3 BHK,1330.0,3.0,2.0,65.0,3,48872.18045112782
BTM 2nd Stage,2 BHK,1400.0,2.0,3.0,90.0,2,64285.71428571428
Kanakpura Road,3 BHK,1700.0,3.0,2.0,75.0,3,44117.64705882353
Kasavanhalli,2 BHK,1585.0,2.0,2.0,90.0,2,56782.33438485804
Kothanur,3 BHK,1385.0,3.0,3.0,67.0,3,48375.45126353791
Electronic City,2 BHK,1128.0,2.0,1.0,67.0,2,59397.16312056738
HSR Layout,2 BHK,1203.0,2.0,2.0,60.0,2,49875.31172069826
Mallasandra,2 BHK,905.0,2.0,1.0,35.0,2,38674.03314917127
Hennur Road,3 BHK,1450.0,3.0,2.0,79.0,3,54482.75862068965
Varthur,2 BHK,1105.0,2.0,3.0,38.0,2,34389.14027149321
Channasandra,2 Bedroom,1200.0,2.0,1.0,46.13,2,38441.66666666666
Jalahalli,3 BHK,1530.0,2.0,3.0,89.0,3,58169.93464052288
Whitefield,2 BHK,1105.0,2.0,1.0,35.4,2,32036.199095022625
Dasarahalli,2 BHK,1333.0,2.0,1.0,78.56,2,58934.733683420855
Hongasandra,2 BHK,1065.0,2.0,2.0,45.0,2,42253.52112676056
Haralur Road,2 BHK,1243.0,2.0,2.0,46.0,2,37007.24054706356
Old Madras Road,3 BHK,1530.0,3.0,2.0,76.34,3,49895.424836601305
Margondanahalli,2 Bedroom,1200.0,2.0,1.0,65.0,2,54166.66666666666
Whitefield,2 BHK,1270.0,2.0,1.0,94.0,2,74015.74803149606
Bellandur,3 BHK,1830.0,3.0,3.0,89.0,3,48633.879781420765
Chandapura,2 BHK,900.0,2.0,3.0,35.0,2,38888.88888888889
Bannerghatta Road,3 BHK,1450.0,2.0,2.0,78.0,3,53793.10344827586
J C Nagar,3 BHK,1525.0,3.0,3.0,65.0,3,42622.95081967213
Mahalakshmi Layout,2 BHK,1080.0,2.0,1.0,67.0,2,62037.03703703704
Bagalur Main Road,2 BHK,1220.0,2.0,2.0,72.0,2,59016.39344262295
Begur Road,2 BHK,1200.0,2.0,2.0,44.4,2,37000.0
Bommanahalli,2 BHK,1355.0,2.0,0.0,73.17,2,54000.0
Govindapura,2 BHK,1500.0,2.0,2.0,60.0,2,40000.0
Koramangala,2 BHK,1355.0,2.0,2.0,95.0,2,70110.70110701107
Electronic City,2 BHK,1070.0,2.0,1.0,57.0,2,53271.02803738318
Bommasandra,2 BHK,842.0,2.0,2.0,30.0,2,35629.45368171021
"Kanakapura Road,",3 Bedroom,1884.0,3.0,2.0,95.0,3,50424.62845010616
Dena Bank Colony,2 BHK,1100.0,2.0,2.0,75.0,2,68181.81818181818
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,40.54,2,33896.32107023412
Budigere,3 BHK,1820.0,3.0,2.0,85.0,3,46703.29670329671
Thanisandra,2 BHK,1185.0,2.0,2.0,43.5,2,36708.86075949367
Whitefield,2 BHK,1220.0,2.0,1.0,89.0,2,72950.81967213115
Whitefield,2 BHK,1116.0,2.0,3.0,51.91,2,46514.33691756272
6th Phase JP Nagar,2 BHK,1192.0,2.0,3.0,75.0,2,62919.463087248325
Marathahalli,3 BHK,1449.0,3.0,2.0,110.0,3,75914.4237405107
Electronic City,3 BHK,1700.0,3.0,2.0,90.0,3,52941.17647058824
Hebbal,3 BHK,1920.0,3.0,2.0,150.0,3,78125.0
BTM 4th Stage,2 Bedroom,1350.0,2.0,0.0,90.0,2,66666.66666666667
"Sarjapur Road,",3 BHK,1700.0,3.0,2.0,74.0,3,43529.41176470588
Hoodi,2 BHK,1447.0,3.0,2.0,76.0,2,52522.4602626123
Kanakpura Road,2 BHK,1329.0,2.0,1.0,107.0,2,80511.66290443942
Sarjapur  Road,3 BHK,1314.0,2.0,2.0,70.44,3,53607.30593607306
Hosa Road,3 BHK,1513.0,3.0,1.0,103.0,3,68076.6688697951
arudi,3 Bedroom,1285.9964027518652,2.0,0.0,80.0,3,49976.21764110642
Vittasandra,2 BHK,1246.0,2.0,1.0,67.5,2,54173.35473515249
Dasarahalli,2 BHK,1220.0,2.0,2.0,62.0,2,50819.67213114754
Yelahanka New Town,3 BHK,1800.0,2.0,1.0,45.0,3,25000.0
Kaval Byrasandra,3 BHK,1400.0,3.0,2.0,75.0,3,53571.42857142857
Kasavanhalli,2 BHK,1245.0,2.0,2.0,80.0,2,64257.0281124498
Anantapuram,3 BHK,1495.0,2.0,1.0,63.0,3,42140.468227424746
Gollarapalya Hosahalli,2 BHK,996.0,2.0,2.0,36.5,2,36646.586345381525
Yelahanka New Town,2 BHK,1000.0,2.0,1.0,44.0,2,44000.0
Chikka Banaswadi,2 BHK,1250.0,2.0,3.0,75.0,2,60000.0
Chandapura,2 BHK,975.0,2.0,1.0,24.86,2,25497.4358974359
Thanisandra,3 BHK,1261.0,2.0,1.0,80.0,3,63441.712926249005
Electronics City Phase 1,2 BHK,1080.0,2.0,2.0,46.0,2,42592.59259259259
Akshayanagara East,2 BHK,1230.0,2.0,1.0,50.0,2,40650.40650406504
Kammasandra,2 BHK,982.0,2.0,2.0,25.53,2,25997.9633401222
Bommasandra,3 BHK,1260.0,3.0,1.0,49.36,3,39174.60317460317
Horamavu Agara,2 BHK,1220.0,2.0,2.0,39.0,2,31967.213114754097
Electronic City Phase II,3 BHK,1320.0,2.0,1.0,38.12,3,28878.78787878788
Green Glen Layout,3 BHK,1750.0,3.0,2.0,105.0,3,60000.0
Whitefield,3 BHK,1436.0,2.0,3.0,62.15,3,43279.9442896936
TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0,3,55000.0
Varthur,3 BHK,1560.0,3.0,2.0,90.0,3,57692.307692307695
Belatur,2 BHK,1275.0,2.0,2.0,59.0,2,46274.509803921566
Ramanjaneyanagar,2 BHK,1040.0,2.0,2.0,36.4,2,35000.0
Yelahanka,2 BHK,1195.0,2.0,0.0,53.105,2,44439.33054393306
Kudlu,2 BHK,1027.0,2.0,1.0,44.0,2,42843.23271665044
Bommasandra,3 BHK,1365.0,3.0,1.0,52.82,3,38695.9706959707
Chandapura,3 Bedroom,1200.0,2.0,1.0,52.0,3,43333.333333333336
Cooke Town,2 BHK,1100.0,2.0,3.0,90.0,2,81818.18181818182
7th Phase JP Nagar,3 BHK,1075.0,2.0,1.0,57.0,3,53023.25581395349
Banashankari,2 BHK,1100.0,2.0,1.0,63.0,2,57272.72727272727
Akshya Nagar,3 BHK,1320.0,2.0,1.0,58.0,3,43939.393939393936
Kammasandra,3 BHK,1500.0,3.0,2.0,65.0,3,43333.333333333336
Vittasandra,2 BHK,1246.0,2.0,1.0,67.5,2,54173.35473515249
Bhoganhalli,3 BHK,1718.0,3.0,2.0,90.2,3,52502.91036088475
Bisuvanahalli,3 BHK,1075.0,2.0,1.0,32.0,3,29767.441860465115
Chennammana Kere,3 BHK,1480.0,3.0,1.0,75.48,3,51000.0
Kanakpura Road,2 BHK,1041.0,2.0,1.0,36.44,2,35004.80307396734
Doddanekundi,2 BHK,1128.0,2.0,2.0,48.4,2,42907.80141843972
Hosur Road,3 BHK,1685.0,3.0,1.0,90.0,3,53412.46290801187
Guddadahalli,2 BHK,1180.0,2.0,2.0,65.0,2,55084.74576271186
Ejipura,2 BHK,1200.0,2.0,1.0,60.0,2,50000.0
Mangammanapalya,3 BHK,1250.0,3.0,2.0,39.5,3,31600.0
Kanakpura Road,2 BHK,900.0,2.0,1.0,41.0,2,45555.55555555556
Chelekare,2 BHK,1000.0,2.0,1.0,45.0,2,45000.0
Vittasandra,2 BHK,1404.0,2.0,1.0,70.0,2,49857.54985754986
Ramagondanahalli,3 BHK,1610.0,2.0,2.0,115.0,3,71428.57142857143
Varthur,2 BHK,1760.0,2.0,1.0,85.0,2,48295.454545454544
Amam Enclave Layout,2 BHK,975.0,2.0,1.0,55.0,2,56410.256410256414
Kashi Nagar,2 BHK,1190.0,2.0,2.0,42.0,2,35294.117647058825
Kudlu,2 BHK,1110.0,2.0,1.0,46.0,2,41441.44144144144
Gunjur,2 BHK,1235.0,2.0,2.0,44.5,2,36032.38866396761
Nanjappa Garden,2 BHK,1275.0,2.0,3.0,55.0,2,43137.25490196078
Harlur,2 BHK,1197.0,2.0,1.0,76.0,2,63492.06349206349
Bellandur,2 BHK,1251.0,2.0,3.0,47.0,2,37569.94404476419
Neeladri Nagar,2 BHK,1105.0,2.0,2.0,30.0,2,27149.321266968327
4th Phase JP Nagar,2 BHK,1080.0,2.0,2.0,38.0,2,35185.18518518518
NRI Layout,3 BHK,1731.0,3.0,3.0,64.11,3,37036.39514731369
Hormavu,2 BHK,1206.0,2.0,1.0,55.0,2,45605.30679933665
Choodasandra,3 BHK,1560.0,3.0,2.0,78.0,3,50000.0
Attibele,3 Bedroom,1700.0,3.0,1.0,65.0,3,38235.294117647056
HRBR Layout,2 BHK,1145.0,2.0,2.0,68.5,2,59825.32751091703
Ramamurthy Nagar,3 BHK,1208.0,2.0,2.0,43.5,3,36009.93377483444
Brookefield,3 BHK,1589.0,3.0,2.0,74.0,3,46570.16991818754
Yelahanka New Town,3 BHK,1426.0,2.0,2.0,61.5,3,43127.629733520334
Green Glen Layout,3 BHK,1885.0,3.0,2.0,135.0,3,71618.03713527852
Old Madras Road,2 BHK,935.0,2.0,0.0,37.77,2,40395.72192513369
Old Madras Road,2 BHK,1171.0,2.0,2.0,73.0,2,62339.8804440649
Singasandra,2 BHK,1465.0,2.0,3.0,60.0,2,40955.631399317404
Budigere,3 BHK,1820.0,3.0,2.0,95.0,3,52197.8021978022
Raja Rajeshwari Nagar,3 BHK,1580.0,2.0,2.0,66.85,3,42310.12658227848
Whitefield,3 BHK,1452.0,2.0,2.0,46.29,3,31880.1652892562
Hennur Road,3 BHK,1445.0,2.0,1.0,89.56,3,61979.23875432526
Gollahalli,2 BHK,1170.0,2.0,1.0,39.0,2,33333.333333333336
Anjappa Layout,2 BHK,1070.0,2.0,1.0,50.0,2,46728.97196261682
Kanakpura Road,3 BHK,1100.0,3.0,2.0,53.0,3,48181.81818181818
Kothanur,2 BHK,1140.0,2.0,2.0,56.0,2,49122.80701754386
Shikaripalya,3 BHK,1532.0,3.0,2.0,59.75,3,39001.30548302872
AGS Layout,2 BHK,1150.0,2.0,1.0,46.0,2,40000.0
Jakkur,2 BHK,1473.0,2.0,1.0,85.0,2,57705.36320434488
Kathriguppe,3 BHK,1350.0,3.0,2.0,80.99,3,59992.59259259259
Hoodi,3 BHK,1660.0,3.0,2.0,128.0,3,77108.43373493975
Chikkakannalli,3 BHK,1495.0,3.0,2.0,90.0,3,60200.66889632107
R.T. Nagar,2 BHK,1080.0,2.0,1.0,48.0,2,44444.444444444445
Electronic City,3 BHK,1521.0,2.0,2.0,57.5,3,37804.07626561473
Aishwarya Crystal Layout,2 BHK,1053.0,2.0,0.0,51.0,2,48433.04843304843
7th Phase JP Nagar,2 BHK,1050.0,2.0,1.0,42.0,2,40000.0
Thanisandra,3 BHK,1430.0,2.0,2.0,51.48,3,36000.0
OLd Gurappanapalya,3 BHK,1250.0,3.0,2.0,39.0,3,31200.0
Ramanagara Channapatna,4 Bedroom,1200.0,2.0,1.0,75.0,4,62500.0
Uttarahalli,2 BHK,1000.0,2.0,2.0,39.5,2,39500.0
Bannerghatta Road,3 BHK,1630.0,3.0,3.0,68.0,3,41717.79141104295
Kammasandra,2 BHK,985.0,2.0,1.0,40.5,2,41116.751269035536
BTM 2nd Stage,2 BHK,1200.0,2.0,2.0,70.0,2,58333.333333333336
Ambalipura,3 BHK,1650.0,3.0,3.0,100.0,3,60606.06060606061
Mico Layout,3 BHK,1670.0,3.0,2.0,59.0,3,35329.341317365266
Maheswari Nagar,2 BHK,1000.0,2.0,2.0,60.0,2,60000.0
Doddabanahalli,2 BHK,830.0,2.0,2.0,26.0,2,31325.30120481928
Ramagondanahalli,3 Bedroom,1200.0,3.0,1.0,56.1,3,46750.0
Haralur Road,2 BHK,1140.0,2.0,2.0,43.0,2,37719.29824561404
Nagarbhavi,3 BHK,1635.0,3.0,3.0,85.0,3,51987.76758409786
HSR Layout,2 BHK,1120.0,2.0,1.0,70.0,2,62500.0
Hennur Road,2 BHK,973.0,2.0,1.0,50.74,2,52147.99588900308
Banashankari,2 BHK,1020.0,2.0,2.0,40.79,2,39990.19607843137
Kambipura,2 BHK,883.0,2.0,1.0,49.0,2,55492.63873159683
Devasthanagalu,3 BHK,1470.0,2.0,3.0,60.0,3,40816.32653061225
Electronics City Phase 1,2 BHK,891.0,2.0,1.0,24.95,2,28002.24466891133
"Sarjapur Road,",2 BHK,1275.0,2.0,1.0,76.0,2,59607.8431372549
Kothanur,3 BHK,1787.0,3.0,2.0,120.0,3,67151.65081141578
Yeshwanthpur,3 BHK,1692.0,3.0,3.0,108.0,3,63829.78723404255
Bannerghatta Road,3 BHK,1400.0,3.0,2.0,69.0,3,49285.71428571428
Sarjapur  Road,2 BHK,1115.0,2.0,1.0,50.0,2,44843.04932735426
Whitefield,2 BHK,1370.0,2.0,2.0,56.0,2,40875.912408759126
Thirumenahalli,3 BHK,1602.0,3.0,2.0,56.0,3,34956.304619225964
"Hoodi Circle,",1 BHK,793.0,1.0,1.0,40.0,1,50441.36191677176
Whitefield,2 BHK,1050.0,2.0,3.0,43.0,2,40952.38095238096
Jalahalli East,2 BHK,1035.0,2.0,1.0,42.5,2,41062.80193236715
Sarjapur  Road,3 BHK,1200.0,2.0,2.0,44.0,3,36666.66666666666
Sarjapur  Road,3 BHK,1800.0,3.0,2.0,128.0,3,71111.11111111111
Green Glen Layout,3 BHK,1625.0,3.0,2.0,70.0,3,43076.92307692308
Electronics City Phase 1,2 BHK,1032.0,2.0,1.0,31.99,2,30998.06201550388
Whitefield,3 BHK,1496.0,2.0,1.0,71.81,3,48001.33689839572
Kothnoor Dinne,2 BHK,1100.0,2.0,2.0,38.0,2,34545.454545454544
Kundalahalli,3 BHK,1500.0,3.0,2.0,50.0,3,33333.333333333336
Electronic City Phase II,2 BHK,1125.0,2.0,1.0,32.63,2,29004.44444444445
Chikka Banaswadi,3 BHK,1555.0,3.0,3.0,73.0,3,46945.33762057878
Amruthahalli,2 BHK,1025.0,2.0,1.0,42.0,2,40975.60975609756
Hennur Road,3 BHK,1482.0,2.0,1.0,83.73,3,56497.975708502025
Banagirinagar,3 BHK,1630.0,2.0,2.0,130.0,3,79754.60122699387
Arekere,2 BHK,900.0,2.0,1.0,44.5,2,49444.444444444445
Yelahanka,3 BHK,1355.0,2.0,3.0,75.0,3,55350.553505535056
Akshaya Nagar,2 BHK,1200.0,2.0,2.0,45.0,2,37500.0
Suraksha Nagar,3 BHK,1563.0,3.0,2.0,63.0,3,40307.10172744722
Medaralli,4 Bedroom,1344.0,4.0,1.0,84.0,4,62500.0
5th Phase JP Nagar,2 BHK,812.0,2.0,1.0,42.0,2,51724.137931034486
Basaveshwara Nagar,2 BHK,1200.0,2.0,1.0,70.0,2,58333.333333333336
Marathahalli,2 BHK,1360.0,2.0,1.0,101.0,2,74264.70588235294
Hegde Nagar,3 BHK,1835.0,3.0,3.0,88.0,3,47956.40326975477
Rachenahalli,3 BHK,1756.0,3.0,2.0,110.0,3,62642.36902050114
8th Phase JP Nagar,3 BHK,1296.0,2.0,2.0,51.83,3,39992.28395061728
Haralur Road,2 BHK,1300.0,2.0,1.0,75.0,2,57692.307692307695
Anandapura,2 BHK,1141.0,2.0,1.0,50.0,2,43821.209465381246
Poorna Pragna Layout,3 BHK,1270.0,2.0,2.0,50.79,3,39992.12598425197
Electronic City,2 BHK,1210.0,2.0,1.0,55.0,2,45454.545454545456
Hormavu,2 BHK,1310.0,2.0,2.0,67.0,2,51145.03816793893
Magadi Road,3 BHK,1187.0,2.0,0.0,55.195,3,46499.578770008426
Gubbalala,3 BHK,1745.0,3.0,2.0,140.0,3,80229.22636103151
Raja Rajeshwari Nagar,2 BHK,1050.0,2.0,2.0,37.0,2,35238.09523809524
Electronic City Phase II,2 BHK,1140.0,2.0,1.0,34.0,2,29824.56140350877
Varthur,2 BHK,1210.0,2.0,2.0,54.0,2,44628.09917355372
Varthur,2 BHK,1112.0,2.0,2.0,40.0,2,35971.22302158274
Ullal Uppanagar,2 Bedroom,1200.0,2.0,0.0,82.0,2,68333.33333333333
Doddanakundi Industrial Area 2,3 BHK,1419.0,3.0,2.0,85.0,3,59901.338971106416
Thanisandra,3 BHK,1884.0,4.0,2.0,117.0,3,62101.91082802548
Bannerghatta Road,2 BHK,905.0,2.0,1.0,58.0,2,64088.39779005525
JP Nagar,3 BHK,1500.0,2.0,1.0,108.0,3,72000.0
Chikkajala,1 BHK,850.0,1.0,0.0,50.0,1,58823.52941176471
Bommasandra Industrial Area,2 BHK,1125.0,2.0,1.0,32.49,2,28880.000000000004
Tindlu,2 BHK,1165.0,2.0,2.0,59.8,2,51330.47210300429
Maruthi Sevanagar,2 BHK,933.0,2.0,0.0,55.0,2,58949.62486602358
Hennur Road,3 BHK,1305.0,2.0,1.0,77.0,3,59003.83141762452
Billekahalli,2 BHK,1125.0,2.0,1.0,65.0,2,57777.77777777778
BSM Extension,2 BHK,865.0,2.0,2.0,33.0,2,38150.28901734104
Jigani,3 BHK,1245.0,3.0,3.0,66.0,3,53012.048192771086
Udayagiri,3 BHK,1145.0,2.0,2.0,60.0,3,52401.74672489083
Kundalahalli,3 BHK,1724.0,3.0,2.0,128.0,3,74245.93967517401
Sarjapur  Road,3 BHK,1270.0,2.0,1.0,54.0,3,42519.68503937008
Madiwala,3 BHK,1250.0,3.0,2.0,39.5,3,31600.0
Jakkur,3 BHK,1485.0,3.0,2.0,72.0,3,48484.84848484849
7th Phase JP Nagar,2 BHK,990.0,2.0,2.0,50.0,2,50505.0505050505
TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0,3,55000.0
